"Date","Price","Open","High","Low","Vol.","Change %"
"07/04/2018","68,402","68,402","68,402","68,402","0.10K","2.90%"
"07/03/2018","66,476","67,439","67,439","66,476","1.00K","-2.68%"
"06/29/2018","68,306","68,402","68,402","68,306","1.00K","-0.14%"
"06/28/2018","68,402","68,402","68,402","68,402","2.00K","0.00%"
"06/27/2018","68,402","68,402","68,402","68,402","5.50K","0.00%"
"06/26/2018","68,402","68,402","68,402","68,402","2.60K","0.00%"
"06/25/2018","68,402","68,402","68,402","68,402","3.00K","0.00%"
"06/22/2018","68,402","66,476","68,402","66,476","0.30K","0.00%"
"06/20/2018","68,402","66,476","68,402","66,476","2.50K","0.28%"
"06/19/2018","68,210","66,476","68,210","66,476","0.40K","-0.28%"
"06/15/2018","68,402","67,439","68,402","67,439","8.10K","1.43%"
"06/14/2018","67,439","67,439","67,439","67,439","1.80K","-1.41%"
"06/13/2018","68,402","68,402","68,402","68,402","1.00K","-1.93%"
"06/08/2018","69,751","68,402","69,751","68,402","14.75K","1.40%"
"06/07/2018","68,788","67,439","68,788","67,439","1.90K","2.00%"
"06/06/2018","67,439","67,439","67,439","67,439","0.60K","0.00%"
"06/04/2018","67,439","67,439","67,439","67,439","3.30K","-2.10%"
"05/31/2018","68,884","73,990","73,990","67,439","2.21K","2.14%"
"05/30/2018","67,439","67,439","67,439","67,439","4.50K","0.14%"
"05/29/2018","67,343","65,127","67,343","65,127","6.00K","3.56%"
"05/28/2018","65,031","65,994","65,994","65,031","22.50K","-2.17%"
"05/25/2018","66,476","65,512","66,476","64,549","18.15K","-2.82%"
"05/24/2018","68,402","68,402","68,402","68,402","0.10K","5.97%"
"05/23/2018","64,549","64,549","64,549","64,549","0.30K","-4.29%"
"05/22/2018","67,439","67,439","67,439","67,439","","0.00%"
"05/18/2018","67,439","64,549","67,439","64,549","0.40K","-0.71%"
"05/16/2018","67,921","64,549","67,921","64,549","2.30K","3.68%"
"05/15/2018","65,512","64,549","65,512","64,549","1.10K","-2.72%"
"05/08/2018","67,343","71,293","71,293","64,645","2.10K","3.56%"
"05/07/2018","65,031","64,741","65,031","64,549","2.91K","0.75%"
"05/04/2018","64,549","64,549","65,031","64,549","1.00K","-0.15%"
"05/03/2018","64,645","64,645","64,645","64,645","0.20K","0.00%"
"05/02/2018","64,645","64,549","67,343","64,452","1.41K","0.15%"
"04/27/2018","64,549","67,439","67,439","64,549","8.10K","-4.15%"
"04/26/2018","67,343","65,512","68,402","64,549","1.70K","-4.11%"
"04/24/2018","70,233","70,233","70,233","70,233","1.00K","0.00%"
"04/23/2018","70,233","72,256","72,256","65,031","8.50K","-2.80%"
"04/20/2018","72,256","68,402","72,256","66,090","16.60K","7.30%"
"04/19/2018","67,343","61,659","67,632","59,732","13.60K","9.39%"
"04/18/2018","61,562","62,718","64,549","61,562","4.50K","-1.69%"
"04/17/2018","62,622","62,622","62,622","61,659","1.90K","0.00%"
"04/16/2018","62,622","63,007","63,585","57,901","3.30K","-1.51%"
"04/12/2018","63,585","60,502","63,585","60,502","0.20K","0.00%"
"04/11/2018","63,585","63,585","63,585","63,585","1.00K","6.11%"
"04/10/2018","59,924","59,924","60,021","59,924","3.20K","-4.31%"
"04/09/2018","62,622","62,622","62,622","62,622","1.10K","3.01%"
"04/03/2018","60,791","65,512","65,512","60,695","1.00K","-7.21%"
"04/02/2018","65,512","65,512","65,512","65,512","0.50K","-6.85%"
"03/29/2018","70,329","66,476","70,329","66,476","7.70K","5.80%"
"03/28/2018","66,476","66,090","66,476","65,994","2.60K","0.73%"
"03/27/2018","65,994","65,512","65,994","65,512","2.20K","0.74%"
"03/26/2018","65,512","65,512","65,512","65,512","0.30K","-1.45%"
"03/23/2018","66,476","65,512","66,476","65,512","5.00K","0.44%"
"03/21/2018","66,187","66,476","66,476","66,187","6.70K","-0.43%"
"03/20/2018","66,476","66,476","66,476","66,476","1.82K","1.03%"
"03/19/2018","65,801","65,223","67,439","65,223","5.40K","0.00%"
"03/16/2018","65,801","65,994","65,994","65,801","1.00K","0.44%"
"03/15/2018","65,512","66,476","66,476","65,512","2.50K","-1.45%"
"03/14/2018","66,476","64,549","66,476","62,718","15.63K","6.15%"
"03/13/2018","62,622","62,140","62,622","61,659","6.70K","0.00%"
"03/12/2018","62,622","64,934","64,934","62,622","4.30K","-3.56%"
"03/07/2018","64,934","62,622","64,934","62,622","0.50K","3.69%"
"03/06/2018","62,622","62,622","62,622","62,622","3.70K","0.00%"
"03/02/2018","62,622","62,622","62,622","62,622","2.00K","0.00%"
"03/01/2018","62,622","62,622","62,622","62,622","0.10K","-6.21%"
"02/27/2018","66,765","66,765","66,765","66,765","0.10K","1.32%"
"02/26/2018","65,898","65,898","65,898","65,898","0.31K","0.59%"
"02/23/2018","65,512","65,512","65,512","65,512","0.30K","6.08%"
"02/22/2018","61,755","62,622","62,622","61,755","1.90K","-1.38%"
"02/21/2018","62,622","62,622","62,622","62,622","2.10K","-7.01%"
"02/13/2018","67,343","65,031","67,343","64,549","0.70K","3.71%"
"02/12/2018","64,934","64,934","64,934","64,934","0.10K","5.31%"
"02/09/2018","61,659","61,659","61,659","61,659","0.61K","0.00%"
"02/08/2018","61,659","61,659","61,659","61,659","1.40K","2.40%"
"02/07/2018","60,213","59,732","60,213","59,732","0.20K","0.00%"
"02/06/2018","60,213","58,287","60,213","56,841","9.50K","-3.85%"
"02/05/2018","62,622","61,273","62,622","61,177","1.10K","-0.76%"
"01/31/2018","63,104","63,489","63,489","59,732","4.98K","3.97%"
"01/30/2018","60,695","62,622","62,622","59,732","15.60K","-3.08%"
"01/29/2018","62,622","62,815","62,815","62,622","0.90K","-0.31%"
"01/26/2018","62,815","61,755","62,815","61,659","5.35K","1.87%"
"01/25/2018","61,659","66,476","66,476","61,659","16.40K","-3.76%"
"01/24/2018","64,067","67,439","67,439","64,067","12.10K","-5.67%"
"01/23/2018","67,921","67,632","67,921","67,439","8.70K","0.00%"
"01/22/2018","67,921","75,146","75,146","67,632","31.60K","-9.61%"
"01/19/2018","75,146","74,183","80,541","74,183","34.51K","2.63%"
"01/18/2018","73,220","72,256","73,701","72,256","1.14K","-0.65%"
"01/17/2018","73,701","73,701","73,701","73,220","6.70K","0.00%"
"01/16/2018","73,701","73,316","74,183","73,220","23.38K","0.66%"
"01/15/2018","73,220","72,256","74,183","72,256","12.10K","3.26%"
"01/12/2018","70,907","71,293","71,293","70,907","4.50K","-0.54%"
"01/11/2018","71,293","71,293","71,293","70,811","6.90K","0.00%"
"01/10/2018","71,293","72,256","72,256","71,293","2.80K","-4.52%"
"01/09/2018","74,665","72,256","74,665","72,256","0.20K","4.73%"
"01/08/2018","71,293","71,293","72,256","70,811","16.40K","-1.33%"
"01/05/2018","72,256","71,389","72,256","71,389","1.55K","2.60%"
"01/04/2018","70,426","71,678","71,774","70,426","3.70K","-1.75%"
"01/03/2018","71,678","74,183","74,183","71,293","2.10K","-4.62%"
